CAMPAÑA,STATUS,OP,OC,BUYER,SUPPLIER,CATEGORIA,PRODUCTO,PROYECT,FACTURA,QTY,UM,CUR,AMOUNT,AMOUNT USD ,PAYMENT TERM,INCOTERM,MODE,TYPE,COUNTRY ORIGIN,POL,POD,CTNR QTY,CTNR TYPE,BULKS,CARGO READY,CP OPENNING,QUOTE REQUEST DATE,ASSIGMENT DATE,FFW,NAVIERA / AEROLINEA,BOOKING,CNTR NR,PICK UP DATE,ATD,WEEK ATD,B/L- AWB,NAVE,ATA,WEEK ATA,INSURANCE HPER,INSURANCE POLICY DATE,DEPOT,AG. ADUANA,Orden,FECHA IE,FECHA NUM DAM,DAM,FECHA DESCARGA,FECHA TARJA,FECHA LEVANTE,FECHA INSPECCION SENASA,FECHA LIBERACION SENASA,FECHA VCTO SOBRESTADIA,TRANSP LIMA (T1),FECHA RETIRO (T1),GR T1 ,TRANSP TRUX (T2),FECHA ENTREGA BASE T2 (T1),WEEK BASE LIMA,PUNTO DE LLEGADA,FECHA INICIO DE VIAJE  (T2),FECHA FIN DE VIAJE (T2),WEEK TRUX,FECHA CONFIRMACION RECEPCION,GR T2 ,GR HORTIFRUT,WEEK NECESIDAD,CP OBSERVACIONES,OC2,,
2023-2024,LIQUIDADO,23-096-HPER,4700002923,MELANIE,BELLPARK,SPAREPARTS,REPUESTOS VARIOS,-,8265,10.00,UN,USD,372.93,372.93,0,DPU,AIR,AIR,CANADA,BRITISH COLUMBI,LIMA,-,NA,,,NA,NA,NA,,DHL,,,,3/8/2023,31,1903401743,DHL COURIER,7/8/2023,32,NO,,DHL,DHL,NA,NA,6/8/2023,235-2023-28-00935870-10-2-00,7/8/2023,7/8/2023,7/8/2023,NA,NA,,N,7/8/2023,,DHL,NA,#¡VALOR!,PACKING SALAVERRY,,8/8/2023,32,17/8/2023,7/8/2023,,,NA,4700002923,,
2023-2024,LIQUIDADO,23-097-HPER,4700002849-1,TATIANA,FASTIK,E & E,FILM PUNNET PET/PEELABLE 11OZ 5X7,-,86410/102435,"1,120,000.00",UN,USD,"51,956.80","51,956.80",30,EXW,AIR,AIR,CANADA,VANCOUVER,LIMA,-,-,3,,NA,21/7/2023,27/7/2023,FORBIS,,,,4/8/2023,13/8/2023,32,SAE08935,,14/8/2023,33,SI,10/8/2023,TALMA,PASOC,84416,10/8/2023,10/8/2023,235-2023-10-114303-01-9-00,14/8/2023,14/8/2023,15/8/2023,NA,NA,,PASOC,16/8/2023,T001-9786,AGERSA,16/8/2023,33,PCK CHAO Y PCK SALAVERRY,,17/8/2023,33,21/9/2023,16/8/2023,EG07-00000120,,NA,4700002849-1,,
2023-2024,LIQUIDADO,23-098-HPER,4700002791,TATIANA,HF GENETICS,PLANTAS,MILAGRO,,7020000081 / 7020000138,"218,400.00",UN,USD,"218,401.95","218,401.95",30,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,,,NA,,,DIRECTO,KOREAN,,,,28/8/2023,35,180-12559573,,28/8/2023,35,SI,1/9/2023,SAASA,AVM,841,1/9/2023,4/9/2023,235-2023-10-126846-01-2-00,28/8/2023,28/8/2023,28/8/2023,5/9/2023,5/9/2023,,AVM,6/9/2023,T001-676,,,52,VIVERO ILUSION,,7/9/2023,36,22/9/2023,6/9/2023,,,NA,4700002791,,
2023-2024,LIQUIDADO,23-099-HPER,4700002940,OMAR,EDEN,AGQ,DISPER COMPLEX,-,2023-1545,"20,000.00",KG,EUR,"148,000.00","162,800.00",90,EXW,SEA,FCL/FCL,ESPAÑA,VALENCIA,CALLAO,1,40 HC,40,19/9/2023,5/9/2023,24/8/2023,31/8/2023,AIRSEALOG,CMA CGM,,TCLU6281773,19/9/2023,27/9/2023,39,PAEM015795,KATHERINE 0DVH5S1MA,22/10/2023,42,SI,27/9/2023,IMUPESA,PASOC,90575,12/10/2023,18/10/2023,118-2023-10-400126-01-0-00,22/10/2023,24/10/2023,22/10/2023,NA,NA,4/11/2023,PASOC,27/10/2023,T001-13630,GUZMAN,27/10/2023,43,FUNDO ARMONIA,,6/11/2023,45,2/11/2023,V001-00016287,EG07-00000161,,Carga completada. Quedó en CP Booking[ 23-099-HPER/4700002940/TCLU6281773],4700002940,,
2023-2024,LIQUIDADO,23-100-HPER,4700002879-1,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00331,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,21/6/2023,NA,NA,DIRECTO,MSC,,MSMU7301569,1/7/2023,8/7/2023,27,MEDULY022070,MSC ROMANE BC326R,24/8/2023,34,NO,NA,IMUPESA,AVM,757,8/8/2023,22/8/2023,118-2023-10-318074-01-4-00,25/8/2023,26/8/2023,24/8/2023,4/9/2023,7/9/2023,7/9/2023,AVM,8/9/2023,T001-697,AGERSA,8/9/2023,36,FUNDO ARMONIA,25/9/2023,26/9/2023,39,3/10/2023,EG03-00000808,EG07-00000132,,Carga completada.Quedó en CP sin Booking[23-100-HPER/4700002879-1/MSMU7301569],4700002879-1,,
2023-2024,LIQUIDADO,23-100-HPER,4700002879-1,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00331,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,21/6/2023,NA,NA,DIRECTO,MSC,,MSDU5506476,1/7/2023,8/7/2023,27,MEDULY022070,MSC ROMANE BC326R,24/8/2023,34,NO,NA,IMUPESA,AVM,757,8/8/2023,22/8/2023,118-2023-10-318074-01-4-00,25/8/2023,26/8/2023,24/8/2023,4/9/2023,7/9/2023,7/9/2023,AVM,8/9/2023,T001-696,AGERSA,8/9/2023,36,FUNDO ARMONIA,25/9/2023,26/9/2023,39,3/10/2023,25/9/2023,EG07-00000131,,Carga completada.Quedó en CP sin Booking[23-100-HPER/4700002879-1/MSDU5506476],4700002879-1,,
2023-2024,LIQUIDADO,23-100-HPER,4700002879-1,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00331,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,21/6/2023,NA,NA,DIRECTO,MSC,,TCNU1429680,1/7/2023,8/7/2023,27,MEDULY022070,MSC ROMANE BC326R,24/8/2023,34,NO,NA,IMUPESA,AVM,757,8/8/2023,22/8/2023,118-2023-10-318074-01-4-00,25/8/2023,26/8/2023,24/8/2023,4/9/2023,7/9/2023,7/9/2023,AVM,8/9/2023,T001-698,AGERSA,8/9/2023,36,FUNDO ARMONIA,25/9/2023,26/9/2023,39,3/10/2023,25/9/2023,EG07-00000133,,Carga completada.Quedó en CP sin Booking[23-100-HPER/4700002879-1/TCNU1429680],4700002879-1,,
2023-2024,LIQUIDADO,23-100-HPER,4700002879-1,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00331,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,21/6/2023,NA,NA,DIRECTO,MSC,,TGHU9400812,1/7/2023,8/7/2023,27,MEDULY022070,MSC ROMANE BC326R,24/8/2023,34,NO,NA,IMUPESA,AVM,757,8/8/2023,22/8/2023,118-2023-10-318074-01-4-00,25/8/2023,26/8/2023,24/8/2023,4/9/2023,7/9/2023,7/9/2023,AVM,8/9/2023,T001-699,AGERSA,8/9/2023,36,FUNDO ARMONIA,27/9/2023,28/9/2023,39,3/10/2023,27/9/2023,EG07-00000138,,Carga completada.Quedó en CP sin Booking[23-100-HPER/4700002879-1/TGHU9400812],4700002879-1,,
2023-2024,LIQUIDADO,23-101-HPER,4700002879-2,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00332,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,21/6/2023,NA,NA,DIRECTO,MSC,,MSDU5441204,1/7/2023,8/7/2023,27,MEDULY022096,MSC ROMANE BC326R,24/8/2023,34,NO,NA,IMUPESA,AVM,758,8/8/2023,22/8/2023,118-2023-10-318159-01-1-00,25/8/2023,26/8/2023,24/8/2023,4/9/2023,7/9/2023,7/9/2023,AVM,8/9/2023,T001-702,GUZMAN,8/9/2023,36,FUNDO ARMONIA,4/10/2023,5/10/2023,40,10/10/2023,4/10/2023,EG07-00000146,,"Carga completada.Quedó en CP sin booking, sin etiquetas [23-101-HPER/4700002879-2/MSDU5441204]",4700002879-2,,
2023-2024,LIQUIDADO,23-101-HPER,4700002879-2,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00332,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,21/6/2023,NA,NA,DIRECTO,MSC,,MSMU4454585,1/7/2023,8/7/2023,27,MEDULY022096,MSC ROMANE BC326R,24/8/2023,34,NO,NA,IMUPESA,AVM,758,8/8/2023,22/8/2023,118-2023-10-318159-01-1-00,25/8/2023,26/8/2023,24/8/2023,4/9/2023,7/9/2023,7/9/2023,AVM,8/9/2023,T001-783,GUZMAN,8/9/2023,36,FUNDO ARMONIA,4/10/2023,5/10/2023,40,10/10/2023,4/10/2023,EG07-00000150,,"Carga completada.Quedó en CP sin booking, sin etiquetas [23-101-HPER/4700002879-2/MSMU4454585]",4700002879-2,,
2023-2024,LIQUIDADO,23-101-HPER,4700002879-2,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00332,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,21/6/2023,NA,NA,DIRECTO,MSC,,BMOU5914119,1/7/2023,8/7/2023,27,MEDULY022096,MSC ROMANE BC326R,24/8/2023,34,NO,NA,IMUPESA,AVM,758,8/8/2023,22/8/2023,118-2023-10-318159-01-1-00,25/8/2023,26/8/2023,24/8/2023,4/9/2023,7/9/2023,7/9/2023,AVM,8/9/2023,T001-700,GUZMAN,8/9/2023,36,FUNDO ARMONIA,4/10/2023,5/10/2023,40,10/10/2023,4/10/2023,EG07-00000147,,"Carga completada.Quedó en CP sin booking, sin etiquetas [23-101-HPER/4700002879-2/BMOU5914119]",4700002879-2,,
2023-2024,LIQUIDADO,23-101-HPER,4700002879-2,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00332,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,21/6/2023,NA,NA,DIRECTO,MSC,,BMOU5920852,1/7/2023,8/7/2023,27,MEDULY022096,MSC ROMANE BC326R,24/8/2023,34,NO,NA,IMUPESA,AVM,758,8/8/2023,22/8/2023,118-2023-10-318159-01-1-00,25/8/2023,26/8/2023,24/8/2023,4/9/2023,7/9/2023,7/9/2023,AVM,8/9/2023,T001-701,GUZMAN,8/9/2023,36,FUNDO ARMONIA,4/10/2023,5/10/2023,40,10/10/2023,4/10/2023,EG07-00000149,,"Carga completada.Quedó en CP sin booking, sin etiquetas [23-101-HPER/4700002879-2/BMOU5920852]",4700002879-2,,
2023-2024,LIQUIDADO,23-102-HPER,4700002879-3,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00334,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,21/6/2023,NA,NA,DIRECTO,MSC,,MSDU8830154,1/7/2023,8/7/2023,27,MEDULY022088,MSC ROMANE BC326R,24/8/2023,34,NO,NA,IMUPESA,AVM,797,8/8/2023,22/8/2023,118-2023-10-317911-01-1-00,25/8/2023,26/8/2023,24/8/2023,4/9/2023,7/9/2023,7/9/2023,AVM,8/9/2023,T001-695,GUZMAN,8/9/2023,36,FUNDO ARMONIA,4/10/2023,5/10/2023,40,10/10/2023,4/10/2023,EG07-00000148,,"Carga completada.Faltó en CP Booking,etiquetas[23-102-HPER/4700002879-3/MSDU8830154]",4700002879-3,,
2023-2024,LIQUIDADO,23-102-HPER,4700002879-3,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00334,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,21/6/2023,NA,NA,DIRECTO,MSC,,MEDU7940247,1/7/2023,8/7/2023,27,MEDULY022088,MSC ROMANE BC326R,24/8/2023,34,NO,NA,IMUPESA,AVM,797,8/8/2023,22/8/2023,118-2023-10-317911-01-1-00,25/8/2023,26/8/2023,24/8/2023,4/9/2023,7/9/2023,7/9/2023,AVM,8/9/2023,T001-693,GUZMAN,8/9/2023,36,FUNDO ARMONIA,4/10/2023,5/10/2023,40,10/10/2023,4/10/2023,EG07-00000145,,"Carga completada.Faltó en CP Booking,etiquetas[23-102-HPER/4700002879-3/MEDU7940247]",4700002879-3,,
2023-2024,LIQUIDADO,23-103-HPER,4700002879-4,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00341,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,6/7/2023,NA,NA,DIRECTO,MSC,,FFAU2853469,8/7/2023,13/7/2023,28,MEDULY023250,CAPE TAINARO NX331A,1/9/2023,35,NO,NA,IMUPESA,AVM,806,15/8/2023,23/8/2023, 118-2023-10-320630-01-8-00,4/9/2023,1/9/2023,1/9/2023,7/9/2023,12/9/2023,15/9/2023,AVM,14/9/2023,T001-697,AGERSA,14/9/2023,37,FUNDO ARMONIA,27/9/2023,28/9/2023,39,3/10/2023,EG03-00000808,EG07-00000132,,Carga completada. Quedó sin booking[23-103-HPER/4700002879-4/FFAU2853469],4700002879-4,,
2023-2024,LIQUIDADO,23-103-HPER,4700002879-4,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00341,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,6/7/2023,NA,NA,DIRECTO,MSC,,GLDU7344014,8/7/2023,13/7/2023,28,MEDULY023250,CAPE TAINARO NX331A,1/9/2023,35,NO,NA,IMUPESA,AVM,806,15/8/2023,23/8/2023, 118-2023-10-320630-01-8-00,4/9/2023,1/9/2023,1/9/2023,7/9/2023,12/9/2023,15/9/2023,AVM,14/9/2023,T001-696,AGERSA,14/9/2023,37,FUNDO ARMONIA,27/9/2023,28/9/2023,39,3/10/2023,EG03-00000807,EG07-00000131,,Carga completada. Quedó sin booking.[23-103-HPER/4700002879-4/GLDU7344014],4700002879-4,,
2023-2024,LIQUIDADO,23-103-HPER,4700002879-4,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00341,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,6/7/2023,NA,NA,DIRECTO,MSC,,MSDU6097201,8/7/2023,13/7/2023,28,MEDULY023250,CAPE TAINARO NX331A,1/9/2023,35,NO,NA,IMUPESA,AVM,806,15/8/2023,23/8/2023, 118-2023-10-320630-01-8-00,4/9/2023,1/9/2023,1/9/2023,7/9/2023,12/9/2023,15/9/2023,AVM,14/9/2023,T001-698,AGERSA,14/9/2023,37,FUNDO ARMONIA,27/9/2023,28/9/2023,39,3/10/2023,EG03-00000809,EG07-00000133,,Carga completada. Quedó en CP sin booking[23-103-HPER/4700002879-4/MSDU6097201],4700002879-4,,
2023-2024,LIQUIDADO,23-103-HPER,4700002879-4,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00341,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,6/7/2023,NA,NA,DIRECTO,MSC,,MSDU5096617,8/7/2023,13/7/2023,28,MEDULY023250,CAPE TAINARO NX331A,1/9/2023,35,NO,NA,IMUPESA,AVM,806,15/8/2023,23/8/2023, 118-2023-10-320630-01-8-00,4/9/2023,1/9/2023,1/9/2023,7/9/2023,12/9/2023,15/9/2023,AVM,14/9/2023,T001-699,AGERSA,14/9/2023,37,FUNDO ARMONIA,27/9/2023,28/9/2023,39,3/10/2023,EG03-00000838,EG07-00000138,,Carga completada. Quedó en CP sin booking[23-103-HPER/4700002879-4/MSDU5096617],4700002879-4,,
2023-2024,LIQUIDADO,23-104-HPER,4700002879-5,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00342,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,6/7/2023,NA,NA,DIRECTO,MSC,,TGBU6988742,8/7/2023,14/7/2023,28,MEDULY023292,CAPE TAINARO NX331A,1/9/2023,35,NO,NA,IMUPESA,AVM,807,15/8/2023,24/8/2023,118-2023-10-321164-01-0-00,2/9/2023,3/9/2023,1/9/2023,7/9/2023,12/9/2023,15/9/2023,AVM,14/9/2023,T001-739,GUZMAN,14/9/2023,37,FUNDO ARMONIA,5/10/2023,6/10/2023,40,7/10/2023,V001-00018221,EG07-00000152,,Carga completada. Quedó en CP sin Booking[23-104-HPER/4700002879-5/TGBU6988742],4700002879-5,,
2023-2024,LIQUIDADO,23-104-HPER,4700002879-5,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00342,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,6/7/2023,NA,NA,DIRECTO,MSC,,MSMU6906690,8/7/2023,14/7/2023,28,MEDULY023292,CAPE TAINARO NX331A,1/9/2023,35,NO,NA,IMUPESA,AVM,807,15/8/2023,24/8/2023,118-2023-10-321164-01-0-00,2/9/2023,3/9/2023,1/9/2023,7/9/2023,12/9/2023,15/9/2023,AVM,14/9/2023,T001-737,GUZMAN,14/9/2023,37,FUNDO ARMONIA,5/10/2023,6/10/2023,40,10/10/2023,V001-00014162,EG07-00000151,,Carga completada. Quedó en CP sin Booking[23-104-HPER/4700002879-5/MSMU6906690],4700002879-5,,
2023-2024,LIQUIDADO,23-104-HPER,4700002879-5,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00342,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,6/7/2023,NA,NA,DIRECTO,MSC,,MEDU4833097,8/7/2023,14/7/2023,28,MEDULY023292,CAPE TAINARO NX331A,1/9/2023,35,NO,NA,IMUPESA,AVM,807,15/8/2023,24/8/2023,118-2023-10-321164-01-0-00,2/9/2023,3/9/2023,1/9/2023,7/9/2023,12/9/2023,15/9/2023,AVM,14/9/2023,T001-736,GUZMAN,14/9/2023,37,FUNDO ARMONIA,5/10/2023,6/10/2023,40,11/10/2023,V001-00014374,EG07-00000158,,Carga completada. Quedó en CP sin Booking[23-104-HPER/4700002879-5/MEDU4833097],4700002879-5,,
2023-2024,LIQUIDADO,23-104-HPER,4700002879-5,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00342,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,6/7/2023,NA,NA,DIRECTO,MSC,,MSMU7772430,8/7/2023,14/7/2023,28,MEDULY023292,CAPE TAINARO NX331A,1/9/2023,35,NO,NA,IMUPESA,AVM,807,15/8/2023,24/8/2023,118-2023-10-321164-01-0-00,2/9/2023,3/9/2023,1/9/2023,7/9/2023,12/9/2023,15/9/2023,AVM,14/9/2023,T001-738,GUZMAN,14/9/2023,37,FUNDO ARMONIA,5/10/2023,6/10/2023,40,7/10/2023,V001-00018224,EG07-00000153,,Carga completada. Quedó en CP sin Booking[23-104-HPER/4700002879-5/MSMU7772430],4700002879-5,,
2023-2024,LIQUIDADO,23-105-HPER,4700002879-6,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00343,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,6/7/2023,NA,NA,DIRECTO,MSC,,MSMU8616827,8/7/2023,14/7/2023,28,MEDULY023268,CAPE TAINARO NX331A,1/9/2023,35,NO,NA,IMUPESA,AVM,804,15/8/2023,22/8/2023,118-2023-10-318365-01-9-00,4/9/2023,5/9/2023,1/9/2023,7/9/2023,12/9/2023,15/9/2023,AVM,14/9/2023,T001-734,GUZMAN,14/9/2023,37,FUNDO ARMONIA,9/10/2023,10/10/2023,41,11/10/2023,V001-00014373,EG07-00000157,,Carga completada. Quedó en CP sin Booking[23-105-HPER/4700002879-6/MSMU8616827],4700002879-6,,
2023-2024,LIQUIDADO,23-105-HPER,4700002879-6,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00343,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,6/7/2023,NA,NA,DIRECTO,MSC,,TGBU5567878,8/7/2023,14/7/2023,28,MEDULY023268,CAPE TAINARO NX331A,1/9/2023,35,NO,NA,IMUPESA,AVM,804,15/8/2023,22/8/2023,118-2023-10-318365-01-9-00,4/9/2023,5/9/2023,1/9/2023,7/9/2023,12/9/2023,15/9/2023,AVM,14/9/2023,T001-735,GUZMAN,14/9/2023,37,FUNDO ARMONIA,5/10/2023,6/10/2023,40,7/10/2023,V001-00018223,EG07-00000154,,Carga completada. Quedó en CP sin Booking [23-105-HPER/4700002879-6/TGBU5567878],4700002879-6,,
2023-2024,LIQUIDADO,23-106-HPER,4700002879-7,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,RV,FX23-00355,22.00,BOL,EUR,"7,806.04","8,586.64",60,CIF,SEA,FCL/FCL,LETONIA,RIGA,CALLAO,1,40 HC,22,,17/7/2023,NA,NA,DIRECTO,MAERSK,,MSKU8504699,15/7/2023,22/7/2023,29,229179079,VILNIA MAERSK 329W,1/9/2023,35,NO,NA,IMUPESA,AVM,805,21/8/2023,28/8/2023,118-2023-10-327980-01-4-00,2/9/2023,3/9/2023,1/9/2023,5/9/2023,12/9/2023,15/9/2023,AVM,14/9/2023,T001-740,GUZMAN,14/9/2023,37,FUNDO ARMONIA,9/10/2023,10/10/2023,41,11/10/2023,V001-00014372,EG07-00000156,,Carga completada. Quedó en CP sin booking[23-106-HPER/4700002879-7/MSKU8504699],4700002879-7,,
2023-2024,LIQUIDADO,23-113-HPER,PEA23W1901 ,TATIANA,COCOGREEN,SUSTRATOS,FIBRA DE COCO,SAMPLE,CG/SAMPLE 020/2023,16.00,UN,USD,16.00,16.00,0,DAP,AIR,AIR,SRI LANKA,BANDARANAYAKE,LIMA, - , - ,4,,NA,,,,AMERICAN AIRLINES,,,,10/7/2023,28,0001084CMB,,17/7/2023,29,SI,12/7/2023,AQP,AVM,686,11/7/2023,20/7/2023,235-2023-10-102984-01-6-00,17/7/2023,17/7/2023,20/7/2023,27/7/2023,26/7/2023,,AVM,27/7/2023,,AGERSA,27/7/2023,30,,,10/8/2023,32,,,,,NA,PEA23W1901 ,,
2023-2024,LIQUIDADO,23-114-HPER,PEA23W1901 ,TATIANA,PROFILE,SUSTRATOS,FIBRA DE COCO,SAMPLE,465892,,,USD,"9,649.91","9,649.91",0,DAP,PENDIENTE,LCL/LCL,ESTADOS UNIDOS,MIAMI,CALLAO,,,7,,NA,,,CH ROBINSON,SEABOARD,,SMLU7867747,,2/12/2023,48,454425304CLT,,13/12/2023,50,NO,NA,,LIP,18298,27/11/2023,11/12/2023,118-2023-10-474801-01-3-00,,,,18/12/2023,25/12/2023,,,,,,,52,,,2/1/2024,1,,,,,NA,PEA23W1901 ,,
2023-2024,LIQUIDADO,23-116-HPER,4700002890,TATIANA,HF GENETICS,PLANTAS,BONITA,,7020000115,"35,750.00",UN,USD,"115,472.50","115,472.50",30,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA, - , - ,2,,NA,,,DIRECTO,KOREAN,,,,24/7/2023,30,180-12553892,,24/7/2023,30,SI,24/7/2023,SAASA,AVM,725,24/7/2023,25/7/2023,235-2023-10-105485-01-0-00,24/7/2023,24/7/2023,25/5/2023,28/7/2023,31/7/2023,,AVM,1/8/2023,T001-488,,,52,VIVERO ILUSION,1/8/2023,2/8/2023,31,4/8/2023,,,,NA,4700002890,,
2023-2024,LIQUIDADO,23-117-HPER,4700002908,OMAR,PROMISOL,AGQ,MUCIGEL,-,23290,"18,000.00",LT,EUR,"160,200.00","176,220.00",90,EXW,SEA,FCL/FCL,ESPAÑA,BARCELONA,CALLAO,1,20 ST,17,20/7/2023,13/7/2023,10/7/2023,17/7/2023,AIRSEALOG,CMA CGM,IBC1098867 ,TRHU3770283,19/7/2003,22/7/2023,29,PBEM049493,VALPARAISO EXPRESS,25/8/2023,34,SI,24/7/2023,IMUPESA,PASOC,84823,9/8/2023,18/8/2023,118-2023-10-314970-01-5-00,25/8/2023,26/8/2023,25/8/2023,NA,NA,8/9/2023,PASOC,31/8/2023,T001-10579,GUZMAN,31/8/2023,35,FUNDO ARMONIA,4/9/2023,5/9/2023,36,19/10/2023,EG03-00000289,EG07-00000129,,Carga completada. Quedó en CP sin Booking[23-117-HPER/4700002908/TRHU3770283],4700002908,,
2023-2024,LIQUIDADO,23-118-HPER,PEA2H10101,TATIANA,MULTICOLOR,E & E,STICKERS LAVABLES,SAMPLE,,2.00,KG,USD,20.00,20.00,0,DDP,AIR,AIR,MEXICO,,LIMA,-,-,1,,NA,NA,NA,,DHL,,,5/7/2023,6/7/2023,27,6102890942,,10/7/2023,28,NO,NA,DHL,DHL,NA,NA,9/7/2023,235-2023-28-772096-10-4-0,10/7/2023,10/7/2023,10/7/2023,NA,NA,,,,,,,52,PACKING SALAVERRY,,11/7/2023,28,,,,,NA,PEA2H10101,,
2023-2024,LIQUIDADO,23-121-HPER,4700003047,GONZALO,AZUD,EQP & INST,FILTRO ANILLO,-,FV23-004009,8.00,UN,USD,"3,932.08","3,932.08",90,FCA,AIR,AIR,ESPAÑA,MADRID,LIMA,NA,NA,1,,NA,27/9/2023,3/10/2023,FORBIS,PLUS ULTRA,,,5/10/2023,11/10/2023,41,P23PM1027095,,11/10/2023,41,SI,10/10/2023,SHOHIN,LIP,15843,10/10/2023,10/10/2023,235-2023-10-146726-01-2-00,11/10/2023,11/10/2023,12/10/2023,NA,NA,,LIP,13/10/2023,T001-1251,GUZMAN,13/10/2023,41,FUNDO ARMONIA,13/10/2023,14/10/2023,41,19/10/2023,V001-00014756,EG07-00000160,,NA,4700003047,,
2023-2024,LIQUIDADO,23-122-HPER,PEA2H10101,TATIANA,CONTAINER,E & E,BANDEJA DE ARÁNDANOS 18oz,SAMPLE,16890,100.00,UN,USD,0.45,0.45,0,DAP,AIR,AIR,MEXICO,TIJUANA,LIMA, - , - ,1,,NA,NA,NA,,FEDEX,773101142492,,18/8/2023,18/8/2023,33,773101142492,,24/8/2023,34,NO,NA,SCHARFF,SCHARFF,NA,NA,21/8/2023,235-2023-28-01019213-41-7-00,24/8/2023,24/8/2023,22/8/2023,NA,NA,,,24/8/2023,,,,52,,28/8/2023,29/8/2023,35,29/8/2023,,,,NA,PEA2H10101,,
